CMDLINE 'H:\Intel Realsense\Code\venv\Scripts\python.exe' main.py
MEM 4.164062 1660228653.6978
MEM 12.578125 1660228653.8029
MEM 18.531250 1660228653.9094
MEM 23.304688 1660228654.0157
MEM 25.257812 1660228654.1207
MEM 27.277344 1660228654.2260
MEM 28.800781 1660228654.3327
MEM 30.289062 1660228654.4464
MEM 31.406250 1660228654.5532
MEM 33.496094 1660228654.6587
MEM 34.742188 1660228654.7640
MEM 40.730469 1660228654.8705
MEM 42.214844 1660228654.9763
MEM 43.328125 1660228655.0837
MEM 43.515625 1660228655.1892
MEM 44.351562 1660228655.2951
MEM 44.882812 1660228655.4011
MEM 46.109375 1660228655.5078
MEM 46.503906 1660228655.6137
MEM 47.957031 1660228655.7194
MEM 48.191406 1660228655.8253
MEM 50.515625 1660228655.9315
MEM 52.898438 1660228656.0370
MEM 53.792969 1660228656.1421
MEM 55.750000 1660228656.2474
MEM 60.906250 1660228656.3541
MEM 67.226562 1660228656.4596
MEM 69.265625 1660228656.5646
MEM 73.312500 1660228656.6712
MEM 73.550781 1660228656.7769
MEM 73.570312 1660228656.8819
MEM 73.628906 1660228656.9878
MEM 73.703125 1660228657.0930
MEM 73.769531 1660228657.1980
MEM 73.769531 1660228657.3034
MEM 73.835938 1660228657.4092
MEM 75.453125 1660228657.5159
MEM 76.292969 1660228657.6226
MEM 77.417969 1660228657.7284
MEM 77.757812 1660228657.8338
MEM 79.035156 1660228657.9405
MEM 81.675781 1660228658.0460
MEM 81.898438 1660228658.1516
MEM 81.898438 1660228658.2569
MEM 81.824219 1660228658.3624
MEM 82.121094 1660228658.4680
MEM 81.816406 1660228658.5734
MEM 81.820312 1660228658.6802
MEM 82.000000 1660228658.7861
MEM 81.871094 1660228658.8918
MEM 81.875000 1660228658.9975
MEM 81.878906 1660228659.1084
MEM 81.875000 1660228659.2143
MEM 82.175781 1660228659.3200
MEM 81.898438 1660228659.4257
MEM 81.898438 1660228659.5317
MEM 81.925781 1660228659.6389
MEM 81.925781 1660228659.7445
MEM 82.101562 1660228659.8497
MEM 81.914062 1660228659.9558
MEM 81.917969 1660228660.0618
MEM 81.921875 1660228660.1671
MEM 82.035156 1660228660.2729
MEM 81.921875 1660228660.3789
MEM 81.914062 1660228660.4840
MEM 81.917969 1660228660.5907
MEM 81.929688 1660228660.6984
MEM 82.011719 1660228660.8061
MEM 82.015625 1660228660.9129
MEM 82.140625 1660228661.0196
MEM 82.207031 1660228661.1256
MEM 82.031250 1660228661.2334
MEM 82.058594 1660228661.3422
MEM 82.507812 1660228661.4472
MEM 85.589844 1660228661.5533
MEM 86.410156 1660228661.6599
MEM 95.488281 1660228661.7666
MEM 88.847656 1660228661.8724
MEM 88.234375 1660228661.9781
MEM 92.738281 1660228662.0849
MEM 88.851562 1660228662.1906
MEM 95.253906 1660228662.2973
MEM 88.851562 1660228662.4032
MEM 88.082031 1660228662.5089
MEM 92.312500 1660228662.6148
MEM 88.882812 1660228662.7205
MEM 98.429688 1660228662.8284
MEM 89.285156 1660228662.9351
MEM 87.347656 1660228663.0419
MEM 88.894531 1660228663.1476
MEM 88.894531 1660228663.2534
MEM 99.816406 1660228663.3603
MEM 88.894531 1660228663.4661
MEM 88.894531 1660228663.5717
MEM 93.910156 1660228663.6786
MEM 88.894531 1660228663.7836
MEM 97.515625 1660228663.8902
MEM 88.894531 1660228663.9970
MEM 93.199219 1660228664.1037
MEM 89.671875 1660228664.2101
MEM 88.894531 1660228664.3151
MEM 95.269531 1660228664.4220
MEM 88.894531 1660228664.5289
MEM 87.351562 1660228664.6346
MEM 89.675781 1660228664.7397
MEM 89.289062 1660228664.8457
MEM 96.656250 1660228664.9517
MEM 88.902344 1660228665.0575
MEM 88.910156 1660228665.1626
MEM 88.906250 1660228665.2676
MEM 88.906250 1660228665.3734
MEM 99.929688 1660228665.4796
MEM 88.941406 1660228665.5865
MEM 95.058594 1660228665.6932
MEM 91.804688 1660228665.7999
MEM 96.062500 1660228665.9068
MEM 92.058594 1660228666.0126
MEM 92.058594 1660228666.1195
MEM 92.058594 1660228666.2254
MEM 92.058594 1660228666.3305
MEM 96.804688 1660228666.4372
MEM 92.042969 1660228666.5429
MEM 102.367188 1660228666.6507
MEM 92.042969 1660228666.7576
MEM 97.921875 1660228666.8645
MEM 92.046875 1660228666.9704
MEM 92.042969 1660228667.0761
MEM 92.042969 1660228667.1828
MEM 92.042969 1660228667.2905
MEM 97.039062 1660228667.3972
MEM 92.042969 1660228667.5029
MEM 97.218750 1660228667.6107
MEM 92.042969 1660228667.7164
MEM 92.042969 1660228667.8231
MEM 92.042969 1660228667.9290
MEM 92.042969 1660228668.0369
MEM 97.476562 1660228668.1429
MEM 92.042969 1660228668.2486
MEM 97.921875 1660228668.3555
MEM 92.042969 1660228668.4612
MEM 92.042969 1660228668.5681
MEM 92.042969 1660228668.6737
MEM 92.824219 1660228668.7795
MEM 92.824219 1660228668.8852
MEM 92.046875 1660228668.9909
MEM 104.144531 1660228669.0986
MEM 92.046875 1660228669.2050
MEM 90.500000 1660228669.3110
MEM 92.046875 1660228669.4170
MEM 92.046875 1660228669.5228
MEM 97.925781 1660228669.6305
MEM 92.824219 1660228669.7374
MEM 97.921875 1660228669.8454
MEM 92.042969 1660228669.9531
MEM 90.500000 1660228670.0599
MEM 92.046875 1660228670.1656
MEM 92.046875 1660228670.2725
MEM 96.734375 1660228670.3792
MEM 92.046875 1660228670.4869
MEM 97.875000 1660228670.5936
MEM 92.046875 1660228670.7003
MEM 98.312500 1660228670.8066
MEM 90.824219 1660228670.9124
MEM 90.828125 1660228671.0185
MEM 91.597656 1660228671.1242
MEM 90.824219 1660228671.2310
MEM 96.265625 1660228671.3373
MEM 90.828125 1660228671.4441
MEM 95.207031 1660228671.5511
MEM 90.835938 1660228671.6566
MEM 90.835938 1660228671.7635
MEM 95.816406 1660228671.8703
MEM 92.492188 1660228671.9770
MEM 101.671875 1660228672.0832
MEM 90.851562 1660228672.1890
MEM 90.082031 1660228672.2949
MEM 94.460938 1660228672.4007
MEM 90.851562 1660228672.5066
MEM 100.292969 1660228672.6127
