CMDLINE 'H:\Intel Realsense\Code\venv\Scripts\python.exe' main.py
MEM 2.429688 1660228020.7401
MEM 12.625000 1660228020.8460
MEM 18.378906 1660228020.9511
MEM 22.664062 1660228021.0566
MEM 25.101562 1660228021.1616
MEM 26.730469 1660228021.2675
MEM 28.726562 1660228021.3732
MEM 29.187500 1660228021.4781
MEM 30.625000 1660228021.5833
MEM 31.992188 1660228021.6893
MEM 34.613281 1660228021.7950
MEM 40.339844 1660228021.9005
MEM 42.148438 1660228022.0057
MEM 43.437500 1660228022.1114
MEM 43.984375 1660228022.2166
MEM 44.812500 1660228022.3223
MEM 46.226562 1660228022.4278
MEM 46.488281 1660228022.5334
MEM 48.218750 1660228022.6387
MEM 50.335938 1660228022.7441
MEM 52.675781 1660228022.8495
MEM 53.351562 1660228022.9545
MEM 55.230469 1660228023.0600
MEM 60.296875 1660228023.1678
MEM 67.183594 1660228023.2748
MEM 68.636719 1660228023.3802
MEM 73.003906 1660228023.4861
MEM 73.574219 1660228023.5918
MEM 73.574219 1660228023.6970
MEM 73.605469 1660228023.8021
MEM 73.625000 1660228023.9071
MEM 73.691406 1660228024.0130
MEM 73.812500 1660228024.1193
MEM 73.812500 1660228024.2247
MEM 74.921875 1660228024.3300
MEM 76.339844 1660228024.4355
MEM 76.609375 1660228024.5422
MEM 77.464844 1660228024.6491
MEM 78.710938 1660228024.7557
MEM 81.687500 1660228024.8624
MEM 81.687500 1660228024.9695
MEM 81.988281 1660228025.0752
MEM 81.988281 1660228025.1813
MEM 82.195312 1660228025.2878
MEM 82.082031 1660228025.3945
MEM 81.917969 1660228025.5002
MEM 81.917969 1660228025.6052
MEM 81.964844 1660228025.7112
MEM 81.976562 1660228025.8169
MEM 82.089844 1660228025.9227
MEM 81.984375 1660228026.0286
MEM 81.980469 1660228026.1413
MEM 82.007812 1660228026.2470
MEM 82.007812 1660228026.3527
MEM 82.023438 1660228026.4584
MEM 82.031250 1660228026.5639
MEM 82.027344 1660228026.6696
MEM 82.031250 1660228026.7756
MEM 82.031250 1660228026.8814
MEM 82.031250 1660228026.9884
MEM 82.031250 1660228027.0935
MEM 82.031250 1660228027.1992
MEM 82.027344 1660228027.3046
MEM 82.027344 1660228027.4104
MEM 82.035156 1660228027.5171
MEM 82.121094 1660228027.6240
MEM 82.164062 1660228027.7317
MEM 82.136719 1660228027.8387
MEM 82.136719 1660228027.9456
MEM 82.140625 1660228028.0530
MEM 82.167969 1660228028.1606
MEM 82.789062 1660228028.2661
MEM 85.753906 1660228028.3730
MEM 95.972656 1660228028.4799
MEM 88.945312 1660228028.5856
MEM 94.519531 1660228028.6918
MEM 89.054688 1660228028.7975
MEM 89.121094 1660228028.9034
MEM 94.234375 1660228029.0092
MEM 89.121094 1660228029.1149
MEM 87.578125 1660228029.2207
MEM 90.296875 1660228029.3265
MEM 89.132812 1660228029.4322
MEM 96.550781 1660228029.5382
MEM 89.125000 1660228029.6450
MEM 96.664062 1660228029.7527
MEM 89.136719 1660228029.8594
MEM 93.535156 1660228029.9661
MEM 89.132812 1660228030.0718
MEM 93.859375 1660228030.1795
MEM 89.136719 1660228030.2862
MEM 94.671875 1660228030.3929
MEM 89.140625 1660228030.4987
MEM 89.144531 1660228030.6044
MEM 89.144531 1660228030.7111
MEM 92.742188 1660228030.8178
MEM 89.144531 1660228030.9265
MEM 93.109375 1660228031.0332
MEM 89.152344 1660228031.1399
MEM 94.734375 1660228031.2486
MEM 89.152344 1660228031.3554
MEM 97.101562 1660228031.4621
MEM 89.542969 1660228031.5688
MEM 89.152344 1660228031.6775
MEM 97.058594 1660228031.7852
MEM 89.152344 1660228031.8919
MEM 89.546875 1660228031.9986
